,company_comment,stars,time,title,user_review
127,"Hi Salah, that really doesn't sound right. This is definitely not the experience we would like you to experience with us. Rest assured, we take your issue very seriously. We understand your frustration and we would like to help you, so please share the itinerary number so we can investigate further. Please do not share your email address or contact number as this is a public forum. Thanks, ^MK.",1,2017-04-05T23:39:43.000+00:00,"
rip of never use again
",rip of never use againI booked a hotel through expedia.co.uk not mention non refundablei cancelled 2 days before check-inand I asked for refund but they said this hotel is non refundable I said is not mention non refundable when I booked I contacted hotel manager said the room you booked is free cancellation.
128,"Hi James, we're sorry that you're disappointed. We have reviewed your booking thoroughly and would like to confirm that our response can't be more favourable. We trust our position in this regard has now been clarified. Thanks, ^R",1,2017-04-03T12:59:45.000+00:00,"
Will Never Use Expedia.co.uk again
","So I booked flights through Expedia.Co.uk from Manchester to Miami, I believe that I selected Manchester United Kingdom and chose my flights booked and paid for them and thought nothing more about it as I thought everything was okay, that is were I was wrong, a few weeks after I booked I received and email advising that the itinerary had been changed by the Airline to my horror I discovered that the flights that had been booked were flying from Manchester New Hampshire of Course I called Expedia right away thinking that I should be able to change departure airport, I explained the situation to which I was advised that they would have to investigate the issue.  I received a response telling me that it was all my error as there was no evidence of their system.  My response to this was if I am on a.co.uk site and using a UK address and paying in GB Pounds why would I book a flight from America and why would you booking system not have a fail safe check in place.  ?500 out of pocket when flights are in September will never use Expedia Again"
129,"Hi Annie, we really apologise for the delay in response and the inconvenience caused. This is definitely not the service we would like you to experience. Rest assured, we take your issue very seriously. We understand your frustration and we would like to help you, so please share the itinerary number so we can investigate futher. Please do not share your email address or contact number as this is a public forum. Thanks, ^MK.",1,2017-04-01T07:57:04.000+00:00,"
I will never be booking anything on Expedia again
","I will never be booking anything on Expedia again. I recently found out that I was charged twice for a flight I booked to Croatia. Both charges were withdrawn from a third party payment provider, Netgiro. I called Netgiro to have the second charge removed and they said they could not find the charge but could further investigate if I give them my personal banking details (i.e. credit card #s etc)! Very sketchy. I then contacted Expedia who told me to send an email with my bank statement to their support team and they will get back to me. Still waiting for a reply...I'm very disappointed that Expedia is using untrustworthy payment providers for their international payment processing. Regardless of whether or not I get refunded, I have lost my trust in them and will never be purchasing from their site again."
130,"Hi Lauren, we're sorry to hear that prices keep changing when you are trying to book your reservation. We understand your frustration and we would like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^PT.",1,2017-03-30T13:26:11.000+00:00,"
False advertising and mark up of rates to existing customers
","Bought flights from Expedia which qualified for discounted hotel prices. When browsing hotels whilst logged into my account I was advertised a special discounted rate for hotel rooms after I bought flights. When browsing hotel prices whilst logged out I was being advertised cheaper rates than the special customer rate! I switched between the two to make sure it wasn't market fluctuation and rather just account log in. Appalling conduct to be advertising higher hotel rates to existing customers, surely this is false advertising.When contacting Expedia the only explanation received was that the prices fluctuate due to market, whereas in my case it fluctuates up because I'm a regular customer!"
131,"Hi Alex, Hi Ed, we're sorry that your itinerary has been cancelled. We understand your frustration and we would like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^PT.",1,2017-03-28T21:01:43.000+00:00,"
Just seen Ad
",3 times they have cancelled my itinerary and ruined my holiday... They offer deals that simply aren't available... Don't use them
132,"Hi Ed, we're sorry that you were charged even though you cancelled well before the penalty period. We understand your frustration and we would like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^R",1,2017-03-24T09:57:53.000+00:00,"
Poor Customer Service
","I cancelled my booking before the free cut off yet was charged my hotel booking. I then rang up to ask where my refund was and they promised it would come to my account in 10 days. I waited two weeks and rang again for them to say the exact same thing. Again I am waiting for a refund, completely unacceptable! Do not use this company, much better services out there."
133,"Hi Jack, we're sorry to hear that you are not happy with the reservation booked through us. We understand that must have been very frustrating for you and we do apologise for the inconvenience caused. We would like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^PT.",1,2017-03-23T21:35:57.000+00:00,"
Unreliable, rude agents
","I used to use them all the time but too many bad experiences have stopped me.First time I booked a trip, I was told a problem had occurred so couldn't be confirmed yet the money had been taken from my account, had to wait 5 days for it to be returned into my account, which did.Booking other trips worked out fine but the most recent was the last straw.Same happened again, was told it would be returned in 3 days, (by this time we had lost the deal we were after) so spoke to an operator days later. She brought up my details and forwarded me onto customer service.The guy was rude and frankly didn't give a damn, he accused me of lying about having an account with them, despite his colleague giving him the information, and me having it logged on in front of me! He said bluntly ""Its no use telling me, there is nothing I can you have no account"", I kept saying I do, which he wasn't interested kept saying bluntly ""Can't help you"", too which at this point I was slightly flustered. He gave a snide remark ""You know this call is being recorded, so don't get mad"" so asked where has my money gone then? To which he said ""Not my problem"" and cut the call off.I had a call back from a girl who sorted it out, but will not be using them again, currently in the process of a formal complaint."
134,"Hi Matthew, I'm sorry to learn about the issues you faced while booking with us. This is definitely not the service we would like you to experience. Rest assured, we take your issue very seriously. Please be assured that such instances do not arise on a constant basis. We will certainly take this as a valuable feedback and share it with the relevant team. I hope this experience will not stop you from using Expedia anymore, thereby allowing us the opportunity to restore your faith in our company. Thanks, ^MK.",2,2017-03-23T18:41:41.000+00:00,"
Failure to properly examine problems
","I tried to book a holiday through Expedia.  Due to an error I added a digit to my payment details and my payment was declined.  Expedia seemed unable to notice this and it was only after contacting the hotel direct that I discovered the nature of the problem.  My flight, obviously, was also declined.I asked Expedia to help and keep me informed.  They seemed unable to do either of these and I therefore progressed to doing it myself with the required result.I tried to use Expedia as a smooth process for a holiday booking, it didn't work.  I will not try again."
135,"Hi Amanda, thanks for your time today and I would like to apologise for the distress caused. I'm glad to resolve this for you. ^RR",1,2017-03-21T12:49:07.000+00:00,"
Customer Services are the worst i have ever experienced
","For context; I have used expedia before without the need to contact their customer services department and flight bookings have gone well....beware though if you need to get in touch....Itinerary number 7224105444269I received an email from expedia asking me to get in touch with them urgently due to a flight change made by the operators, Virgin. No problem so far...I got in touch with them the first time and they explained that my return flight had been changed from a direct to a one stop flight. I explained that this would be a problem as my parents (who are flying) will not be satisfied with a transfer as they are old and find it difficult to cope with flight changes.I was then told the first lie by the customer service team, they told me that i had to get in touch with the operator (Virgin) if i wanted to make any changes to the schedule. When i pointed out that Virgin would not be able to deal with my enquiry I was then told the second lie - ""let me put you on hold while i speak to a colleague""...they promptly dropped the call.I rang again and spoke to a different advisor, they ran through the same details and when i explained the problem they magically said that i needed to speak to a separate team that dealt with schedule changes - that was new, no mention of that previously. I explained the problem to the scheduled change team member who then put me on hold while contacting the airline on my behalf (yes, i didn't in fact need to speak to the airline myself!). Whilst waiting the call was dropped after about 10 minutes of waiting.It gets worse... I repeated the call and got through to the same team - i insisted on giving my phone number so they could call me if the call was dropped accidentally. Inevitably, the call got dropped and no phone call was received - i can only assume that the dropped calls are deliberateI got back in touch - pretty disgusted by now and was short with a few of their operators...I got through to the same team - got names and also a direct contact number for the team - i got cut off again, called them back - spoke to different people each time i called despite asking for the same person. They promised to call me back with alternative flight arrangements given the situation - no call back again.Annoyed - i decided to call Virgin and find out what was going on - turns out that the flights have been re-scheduled for a month in October but a flight was available just 2 days earlier. Given that i had explicitly said that the dates were less important than the routing i couldn't believe that expedia couldn't have offered me this flight instead. Virgin couldn't solve the problem but they had told me how to solve it.I contacted expedia again today and have a resolution - I had to suggest the alternative arrangement and the CS person had to call the airline to confirm - that was it all done...Unbelieveable that it took me 240 minutes of call time when they should have been expecting the call in the first place. Their CS dropped calls, lied about their intentions, misled their customer about how processes worked. They made me work so hard to simply change flight by two days after a schedule change. Even though this is now fixed i cannot let this go without making others aware...For heaven's sake avoid - i would have paid an extra ?500 to avoid this hassle and stress."
136,"Hi Peter, we're sorry to hear that you are not happy with the car rental reservation booked through us. We understand that must have been very frustrating for you and we do apologise for the inconvenience caused. We would like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^PT.",1,2017-03-19T21:37:49.000+00:00,"
Use daily car hire from the UK
",We paid for car hire through Expedia good price until you pick the car up and find out about the hidden charges Fill the tank and bring back empty (how do you going back a car with an empty tank) money in their pocketChild seat was ?84 for 5 daysThen they try to sell you the extra insurance or you pay a retainer of $2500 off your credit card and any small bump or scratch you loose itOr pay an extra ?140The whole experience is a rip offWe will never use Expedia again because of the people they use
137,"Hi Paul, we're sorry to hear that you did not have a good start to your trip and you had to cancel the plans. We understand that must have been very frustrating for you and we do apologise for the inconvenience caused. We would like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^R",1,2017-03-19T16:14:05.000+00:00,"
Left on Hold for 20 Minutes
","A hotel room booked through Expedia was unacceptable as the door lock was not working properly. No other rooms were available so we drove home despite our aversion to long night-time journeys. The hotel advised rign Expedia for the refund, which I did via 02030248211141.After the usual auto menus I spoke with an operator who left me on hold while she spoke with the hotel. Twenty minutes later I was still on hold and forty minutes later still waiting for Expedia to call me, which I was told they would do if cut off.  I have googled and cannot find how much my 20 minutes will cost me."
138,"Hi Mandy, we're sorry that you did not have a satisfactory experience at the hotel. We can imagine the level of frustration you must have felt. We have a dedicated team who would like to hear about this. Please write to the team at bfscrd@support.expedia.co.uk. The team will review your complaint and they'll reach out to you with an update. Thanks, ^R",2,2017-03-16T14:20:04.000+00:00,"
Not as described
",Flight was fine hotel was a disaster. Not at all as described. Expedia should do more to vet these hotels they promote
139,"Hi Caroline, we understand your frustration and we regret that this was your experience with us. Rest assured that this was in no way among our plans whatsoever, and kindly accept our sincere apologies for the inconvenience caused. We would like to help you with your flights, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^R",1,2017-03-15T23:55:15.000+00:00,"
Downgraded flights
","In Nov 2016 I booked two upgraded flights for my wife and her friend to travel to New York in May 2017. It was with thomas cook through Expedia. In dec2016 they said get in touch I did straight away. thomas cook have downgraded the flights no explanation given, Expedia stated and they also stated I would get a refund of several hundred pounds and new seat numbers for my wife and her friend! I'm now in march 2017 pulling my hair out. Neither of these two companies are refunding me any monies they bounce me back and forth with promises and excuses. I've got Many many emails and names, a different one each time I contact either of these companies all stating they will sort it! absolutely disgusted at their behaviour why can they get away with it! I've requested managers to contact me to discuss this situation nothing I've asked to make formal complaints nothing! I still don't know what seats my wife and her friend have it's absolutely ruined the special birthday surprise."
140,"Hi James, I can imagine that you are disappointed when understanding that the price you have seen on our website, wasn't available anymore,  it all depends on supply and demand and it will change significantly from one price to another and from one date to another. Thus, the price for a specific hotel or flight could increase as well as decrease. Our prices further based on many other factors including competition activity, local market conditions and cost structures. This means that we may offer different price than the price that are offered in a different country. Thanks, ^L",1,2017-03-14T15:32:38.000+00:00,"
Expedia owe me ?80 for fooling me with flight times!
","I booked a flight via skyscanner on expedia over the weekend and the price labelled was ?160. I decided to book this over the only other choice for that day as it was later in the day at 12pm rather than 10am, although ?40 more expensive. The following day Expedia email me to say the flight has been changed to the earlier time of 10am - but I didn't get a reduction in price! I called up customer service and they said well the flight has changed its time to 10am, though I will still be paying the ?160 price instead of ?120. I was extremely frustrated with the call centre who claimed that it was just a coincidence that the time changed and they cant give me the price reduction and that I should have clicked on the cheaper one to begin with! They offered no compensation or bonus as a loyal customer, especially as I booked one other flight and one hotel also with them over the weekend coming to nearly ?1k. To make matters worse I went back to Expedia.com and it was still showing the flight at 12pm. I am extremely annoyed with Expedia for this blatant consumer trick. The call centre was extremely rude, didn't let me talk and simply dismissed every comment I said. Looks like they simply don't care on customer experience anymore. I'm not booking with them again!"
141,"Hi, I can imagine that you are disappointed when understanding that the price you have seen on our website, wasn't available anymore. We use a live system with current rates along with the availability. Since, the reservation database is updated constantly, the prices are never guaranteed as they may fluctuate anytime. Occasionally it is possible that a specific rate will be available when you begin planning your trip, but will no longer be available when you try to confirm it. Rates are subject to change until your reservation has been purchased and booked. I can assure you that our prices are not false :). As far as the policy are concerned all required information is visible and clear on the website. For price match you can visit our website and file a claim, we will validate and will refund if the booking qualifies. Thanks for your time today. Thanks, ^L",1,2017-03-14T13:48:53.000+00:00,"
Never Again
","This was the first and last time I will book with Expedia, I had been looking at a holiday to Barcelona all week and as normal everytime you clicked the site the price it stated at was not the price you paid. I finally took the plunge and booked paying nearly ?50 more than it initially was. Fast forward 3 days and I can now book it for the original price. Price guarantee !!! Make sure you check the small print, you have 24hrs to find the same hotel & flight cheaper, refund and re book, not a chance !!! Found out that the holiday is non refundable, although it doesn't make that clear when booking. Customer service is non existent - please be aware and don't use this company"
142,"Hi James, Upon investigation, I can see that your complaint is being dealt by our Social Media escalations and the outcome has been shared. We understand you are not happy as the outcome shared is not favorable, please be assured we have investigated your claim thoroughly and the outcome provided will remain the same. Sorry for any inconvenience caused. Thanks, ^L",1,2017-03-12T10:46:10.000+00:00,"
Customer complaint
","Trying to get some communication via email seems impossible despite 3-4 ""sent"" by highest level escalations nothing ever comes through. Meant to receive automatic response on mail sent with case number nothing. Refuse to give own company emai address saying don't have one really it's 2017. Absolutely appalled by low level of compassion and care. Would post less than 1 star if possibleThat's as maybe but 5 failed attempts to get an email though and repeated asking for alternative email getting nowhere Advice to anyone reading this book elsewhere not Expedia"
143,"Hi Jay, we're very sorry for the problems you have faced while booking with Expedia. We understand that funds have been held even though your attempted transaction has been unsuccessful and want to assure you that the funds will be available as soon as possible. Since it?s a public forum we cannot ask for your email address and contact details, so I would request you to send an email to travel@support.expedia.co.uk. Post sending the email to this address you will receive an M - ###### case id, would request you to share that here so that I can investigate and resolve this for you. Thanks ^RR",1,2017-03-08T07:42:03.000+00:00,"
NEVER BOOK WITH THEM!!!!!!
","Worst experience I have ever had. Tried to book a holiday online, told me there was an error confirming this, checked my bank account and they had taken the money but I still had no holiday! I complained and got a ?25 voucher after getting my refund, so I rang up to try again and book as I thought the problem may have only been online, the man said there was an error. I rang my bank and they said 3 sets of payment has been taken out of my bank account, which was more than ?1000. when I questioned the Expedia man about this, he said I was lying and that wasn't possible. After being transferred to customer service, they said they could see what has happened and would take 72 hours to get my money back. 72 hours later and still no money. Disgusting service, UNLESS you want to have NO money at all left, DO NOT book with these."
144,"Hi Melisa, very sorry to hear you had issues booking on our website. We understand that funds have been held even though your attempted transaction has been unsuccessful, apologies for any stress that this may have caused. Please can you share the full name on Expedia account for me to look into this for you.  Please do not share your email address or contact number as this is a public forum. Thanks, ^L",1,2017-03-06T15:41:44.000+00:00,"
The worst experience
","I tried booking a holiday on their website and ended up with the money on my account blocked for over a week, and now I am on hold waiting for over 30 minutes for someone on their customer service team to pick up the phone. What happened is their website gave me a booking error 5 times (!!) , I attempted 5 times to get the booking sorted and it never happened but, nevertheless, they took 5x the price of the tickets out of my account regardless!!! I am beyond furious and would never recommend Expedia.co.uk to anyone!"
145,"Hi, Thanks you for your valuable feedback, really appreciate it and thanks for inspiring us. :) Thanks, ^L",5,2017-03-03T21:11:21.000+00:00,"
Always excellent
","I have been an Expedia user for many, many years - at least 13 years - and never had any problems. Always received what I paid for."
146,"Hi, I am really sorry about the experience you've had. Airlines schedule changes happen when the airline finds they need to make changes to flight times, equipment, routing, or other trip details. Whilst these changes are at the discretion of the airline, we work with the airline on your behalf to find best possible alternate arrangement available from the airline. I do apologies for any distress caused, I would also like to stress that schedule change is something we do not have control over and we totally rely on the option provided to us by the airlines. We also understand that these sudden changes cause huge, inconvenience to our customers. We are really sorry we did not meet your expectation and we do appreciate your time and patience. Thanks ^L",2,2017-03-03T13:55:17.000+00:00,"
Expedia - incompetent and frequent flight changes for flight cancellations that don't exist
","Booked return flights to Australia through Expedia.  Last return connecting flight cancelled. Expedia tried to book me and pressure me to accept an alternative flight which would depart 4 hours before I arrived at the departing airport from a connecting flight. After 45min of explaining to call centre that I can't board a flight 4 hours before my flight arrives at the airport, they finally agreed that this would not be suitable. Alternatives offered was then change to all my homeward flights which meant I would be travelling in wrong direction for 6 hrs and increasing overall flight time for 14 hours and again a connecting flight was only 15 minutes after the first which is not possible with a change in terminals being required..  Again not acceptable and took another 30min to explain that this is impossible, but they keep pressuring you to accept change before you can review properly so can't change it without additional costs. After 4 hours on phone finally agreed to acceptable flight change but with provision that I would now have a 16hr layover for my final flight with an additional cost of a hotel stay (instead of 4 hrs). This was despite the airline having alternative flights on the original day of the flight that was originally cancelled. Expedia said these flights are not available, however these could still be booked if you book direct with the airline and not via Expedia. Checked itinerary 2 weeks before holiday find that Expedia have cancelled my rescheduled flight but not notified me of this change. Again had to agree to flight change resulting in a final lay over of 24 hours which was originally 4 hours then changed to 16 hours to finally 24 hours. Once again can book a separate flight at additional cost direct with the airline that expedia state has now been cancelled.  Therefore ended up having to book a separate flight at additional cost on the same original day and time of my very first original flight itinerary.  Not only are Expedia helpline staff extremely incompetent,  but it is clear that Expedia cancel flights and reschedule your flights to suit them and the flight cancellations/changes has nothing to do with the airlines cancelling flights as you can still book flights on the same airline at the same original flight times. Will never use expedia again and will be telling all friends and family of this fiasco and recommend they are never used.Expedia blame the airlines for cancellation of the flights which is a blatant lie as these same flights are still confirmed flights with seats available to be booked, but only if you book direct through the airline at additional cost. Clearly a case of Expedia overbooking/selling their available packages and then changing your flights with no compensation in return."
147,,1,2017-03-01T12:53:28.000+00:00,"
Hotelier's opinion
","I am a hotelier and I am not surprised to read the comments of guests who remained in their hotel. I took over an establishment last year and it is six months that I ask Expedia to remove my establishment from their site because I market the rooms through another channel. Despite several exchanges, my establishment remains published on their platform and I do not have the possibility to block the occupied rooms. So I get confirmation of booking that I can not honor. I systematically inform their local agent who does not react more than that. This week a group of English introduced and I could not accommodate them. I showed them the exchanges with Expedia dating back two months ago. They did not let themselves go and (after 2 hours on the phone) got a relocation in a 5 * (a great deal so much better for them, but I was watching as they were trying to put me in a dorm!). I thought this story would have made Expedia react quickly but no, no action taken and so I expect their next pigeons."
148,"Hi Janet, we understand your frustration and we regret that this was one of your experience with us. This is definitely not how we planned the trip for you and rest assured that this was in no way among our plans, and kindly accept our sincere apologies for the inconvenience caused. We greatly appreciate you taking the time to give us your feedback and we'd like to help you, please share the itinerary number on here. Please do not share your email address or contact number as this is a public forum. Thanks, ^R",1,2017-02-27T14:31:27.000+00:00,"
Total joke
","We booked and paid for a hotel room for a surprise birthday party been held there. Two to three weeks later we got a e mail saying hotel was fully booked so we couldn't have the room, the e mail contact phone number was disconnected so we rang customer service who tried to get us to book another hotel (never again) we were then told as WE were cancelling we could have a refund in 5 to 7 days. Hello...we didn't cancel. We then got a e mail saying how sorry they were that our plans had changed and WE had cancelled our booking. Checking the hotel had rooms BEFORE selling them maybe a good idea. Book your own hotel room direct with chosen  hotel"
149,"Hi Gary, that's not good to hear and this is definitely not the experience we would like you to have. Please can you share any itinerary number associated with your account, so I can look into this for you? Please do not share your email address or contact number as this is a public forum. Thanks, ^PT",1,2017-02-24T12:34:52.000+00:00,"
What a bunch of jokers
","I tried to book flights via Expedia using Nectar points. I was on the phone for 90 minutes, being passed from one service rep to another (seven times in all) until finally I got to speak to someone who seemed to vaguely be aware of what he was supposed to be doing,, but then told me 'sorry, the Nectar website has just gone down'. He suggested I call back later, and when I did, guess what - the flights had gone and they were asking ?100.00 more than the first time I tried to book. I booked something elsewhere - if I had booked with Expedia using a credit card then I would have saved myself ?100.00 on what I eventually spent.. I have come to two conclusions as a result of this - firstly the Nectar points thing is a scam and they don't want you to use the points to buy travel, and secondly Expedia would be able to offer a better customer service by using a troop of semi-house trained  gibbons.I do not have an itinerary number as although I have often booked direct with Expedia before, this was the first time I have bothered to set up an account. If you look in my account details you will see that I searched for an EVA air flight on the 24th of February - this was the flight which I wanted and was unable to secure because of the incompetent way in which my enquiry was handled. Thank you, Gary"
150,"Hi Lindsay, we have looked into this for you and have sent an email with our outcome. Please check your inbox. Thanks, ^R",1,2017-02-24T12:18:35.000+00:00,"
Mis-leading
","First time I've ever used Expedia and it will be the last! In fact, once I've finished writing this I will be writing to the CEO and ATOL.  I have just spent ?3560 on flights to Australia, which like many other complaints, conveniently increased from ?3450 when I place the booking!, believing that we are flying with Virgin Australia to find out it's all Etihad flights and I could have booked the same flight with Etihad ?200 cheaper.  This is miss-guiding to customers!!! So Expedia say's it ok for Virgin to advertise these flights knowing that their ripping people off is absolutely disgusting.  So I've asked for my money back... a FULL refund and I'm told no!! I have a pay ?100 per person to cancel because I should have known it was an Etihad Flight!!!. Taking people's hard earn money deceitfully is not something i that sits well with me and I will not rest until I have every penny of my money back! EXPEDIA DO THE RIGHT THINGI will be posting this on TWITTER, FB & EVERYWHERE ELSE THE PUBLIC CAN READ THIS POST AND AVOID BEING RIPPED OFF# 7245542737969This has taken my family all year to save this money for these flights and the anxiety you are causing is extremely stressful.  We choose these fights because my 10 year old, really wanted to flight with Virgin. Please refund all our money to allow us to re-book."
151,"Hi Lee, thanks for sharing the details. Upon investigation, I found your complaint is already with our Customer Relations Team and I have chased this up for you on urgent basis. Someone from the team will get back to you in order to resolve this. I will keep a follow up on this for you. Thanks, ^MK",1,2017-02-21T11:01:59.000+00:00,"
AVis Car booking via Expedia
","I booked an Avis car via Expedia and prepaid in October 2016. I confirmed with Expedia that everything was paid for in advance. On arrival at Dallas Forth Worth Airport, Avis didn't apply the voucher correctly. When I returned the vehicle on 26 Dec, I was hit with a US$260 plus $24 charge that I wasnt expecting. I called Expedia when I landed back in UK and they promised to investigate and get back to me within 48 hours. That was on 28 Dec. I spent over 3 hours on the phone with Expedia and every time I call they promise that someone will call me back with 48 to 72 hours. They are the worst at going back to the customer!I called and emailed Avis many times. They admitted that the voucher was incorrectly applied and gave me a partial refund. Today is 21 Feb and I am still ?40 out of pocket. Avis keeps telling me they will investigate and let me know by email only. It seems like everytime I call them, they are launching a fresh investigation. NEVER book these companies. I have not yet received a call or email from Expedia, once they take your money that's it, you're no longer important to them as a customer.I have incurred credit card interest, phone bills, hours wasted on the phone - just spoiled the entire trip. Itinerary # 7217109366666I sincerely regret booking Expedia and Avis."
152,"Hi Jacqui, sorry if you feel this way and deeply regret for the inconvenience caused. We have investigated your matter thoroughly and would like to advise that your claim has to be dealt directly by the insurance company. Please call them on +44 20 8603 9958 as this number is working fine. I certainly understand your frustration, however, we would not be able to do much in this instance. Thanks, ^PG",1,2017-02-18T21:03:33.000+00:00,"
Fraud
","I am an American traveling in Europe. I tried to go to Expedia.com but the site redirected me each time to Expedia.UK thus I thought they were the same company. I purchased flights with travel insurance on that site. Then i needed to claim on the travel insurance. I tried to claim and was told by Expedia UK i had purchased a service for only UK residents(it doesn't say this until AFTER you have purchased the travel insurance in the fine print).  I called Expedia and they said that it has nothing to do with them anything purchased from ExpediaUK even though it was their site that redirected me to ExpediaUK as a substitute. I believe this is fraudulent behavior - Expedia UK knew I was an American citizen not EU because it asks my passport informant when purchasing the flight. Thus it sold me a product that I am ineligible for knowingly.  What is also disconcerting is my confirmation is labeled as ""Thank you for shopping with Expedia"" hence the organization attempts to appear as Expedia  when its convenient for them(to pull in business) but then appear as different companies when its not convenient(to pay out on products sold). Awful big buiness tactics of hiding behind hard to reach 1800 numbers, with no respect for keeping their word or being straight with the law. On top, they are rude.Expedia has had awful phone customer service too lately. You get people who do not understand customer service and hang up on you. Avoid.Itinerary #7207752312059 and 7208039635377Yes you called me at 5-6 am before anyone wakes up in California. I am on PST please.Yes again you called at 7 am. I am not available before 8 am.    Please contact me within business hours 8 am-8 pm. It is not acceptable to me to call ten times at 6 or 7 am then put the responsibility on me to call you in another country.Update: I called Expedia travel insurance as your team in India called and told me to do and you said you would speak with them and inform them on my account issue to help me. They had no idea on my travel policy number, couldn't find it, and gave me a phone number for ""Expedia UK insurance"". When I called that number it was out of service. This number you provide below Verizon states call cannot be completed. More run around, pretending to help but really just putting it on another department or on me to call other countries and reach no one .  Bogus company!Update:this number does not work. When I enter it exactly as you state here it says""Verizon cannot complete this call as dialed"". So if you intend to address my issue you will have to provide a working number or have the department call me directly. You calling me seven times at 5 am over a week to then tell me I have to call abroad myself to speak to a different department and giving me a phone number that doesn't work does not help my issue."
153,"Hi Luke, I wish you a speedy recovery and really sorry to learn of your disappointment with our service. This is definitely not the experience, we would want our customers to have. I can certainly understand how stressful this could have been for you. Please note that changes in the booking is totally upon the discretion of the airline ticket rules and restrictions. Airline may charge an additional fee plus the applicable difference in fare for any amendments in the reservation and Expedia, as a travel agency, doesn?t have any control on it. Please share the itinerary number so that I can get to the bottom of this. Please do not share your email address or contact number as this is a public forum. Thanks, ^PG",1,2017-02-18T19:18:22.000+00:00,"
TERRIBLE EXPERIENCE
","My wife and I travel a lot and this has been a terrible service which we have received.I had to change my flights due to ill health and I was advised that there were a number of change fees I would have to pay plus additional price for the flights and my health issue was not taken into consideration and the direct effect the additional pressure was having on me was not even acknowledged.Anyway, on 31st January I change my flight to 20th February and I find out on 16th February that they actually hadn't booked my flight, even though they sent me confirmation.Whilst trying to change the booking after 40 minutes on hold I was conveniently cut off and I had to start all over again because there were no notes on the system.... this happened 3 times!!!!!!!It was only by chance that I rang to make an enquiry as to how I found out and they had no idea, so basically I would of turned up and not been booked on to a flight.All together I have been on the phone for nearly 4 hours to many people and I was, on each occasion, promised a call back and not once did this happen.A chap called Ramesh picked the phone up today and I have to say he was very good and, although I was frustrated about being on hold for another 1hr 20 minutes he saw it through to the end with me on the phone.Although all staff were polite the service is absolutely shocking and as it stands at the moment I would not book through Expedia again.I have records of all of the calls.Luke"
154,"Hi Campbell, I tried to retrieve the booking details from the itinerary number you provided but it seems a invalid itinerary number. Please can you check and share it again? Please do not share your email address or contact number as this is a public forum. Thanks ^RR",1,2017-02-15T10:42:09.000+00:00,"
Booked me into wrong hotel
","o reconfirm.Total: PLN923.40 (?178.65) I booked the Qplus hotel in krakow for one week on the 30th may to 6th June unfortunately when I checked they had booked me into plus hotel which I never heard of or seen , rang about it and they said would ring back still waiting 7233726726726/ confirmation 7722610567"
155,"Hi Kasia, thanks for contacting us and sharing your itinerary number in advance. We will send you an invoice of your booking to your registered email address. Thanks, ^MK",1,2017-02-14T10:31:37.000+00:00,"
Invoice needed still haven't received a proper document
",Please send me an invoice for my flight from Poznan to Munich (itinerary 7244100983323). I got a wrong document from you.
156,"Hi Lauren, sorry to learn about your recent experience in booking. We use a live system that contains current rates along with the availability. Since, the reservation database is updated constantly, the prices are never guaranteed as they may fluctuate anytime. Occasionally it is possible that a specific rate will be available when you begin planning your trip, but will no longer be available when you try to confirm it. Rates are subject to change until your reservation has been purchased and booked. We can understand your disappointment, unfortunately, there is northing much we can do here. Thanks ^RR",1,2017-02-13T17:36:48.000+00:00,"
MISLEADING PRICES
","Very recent customer of Expedia, certainly my first and last experience. We have organised a long weekend to Amsterdam, and were browsing for the best possible flight and hotel combination we could find. We managed to find a great deal for ?804.00 in total, which worked for us all and proceeded to put in our card details in order to purchase this package.Having put our card details into the system, we were stunned to see that due to ""a live system and rates subject to change"", our total payment had actually be processed at just over ?400.00 more - totaling ?1211.00! I completely understand rates can change, but maybe by at most lets say...?50.00. But ?400?! Absolute joke. After multiple calls to Expedia, they refuse to accept the ?804.00 price we know was there very clearly, in black and white. They are quite obviously deceitful entirely. Customer service received since was equally dreadful, the last person we spoke to being Mohan at the escalations team. I work in a role myself which is heavily influenced by providing good customer relations, and Mohan's effort is certainly one to be desired, his favorite phrase being ""end of the matter"" very abruptly when you are trying to speak - not shout - merely speak. Overall terrible service, wont be using again or recommending."
